Idade,Genero,Cor/raca/etnia,PCD,Oportunidade de Progressão de Carreira,UF,Regiao onde mora,Nivel de Ensino,Area de Formação,Situação atual de Trabalho,Setor,Cargo,Nivel,Forma de Trabalho,Atuação
36,Masculino,Branca,Não,,,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Outra Opção,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
50,Masculino,Parda,Não,,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Outra Opção,Sênior,Modelo 100% remoto,Outra atuação
25,Masculino,Branca,Não,,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Ciência de Dados
28,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Júnior,Modelo 100% presencial,Análise de Dados
31,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
23,Feminino,Branca,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Outra Opção,Analista de BI/BI Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
33,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Outra opção,Empregado (CLT),Indústria,Outra Opção,Pleno,Modelo 100% presencial,Análise de Dados
31,Feminino,Branca,Não,0.0,SP,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
27,Feminino,Branca,Não,0.0,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Analista de BI/BI Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
27,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,,,Modelo 100% remoto,Gestor
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Marketing,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
29,Feminino,Branca,Não,0.0,RJ,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Estagiário,Marketing,Analista de BI/BI Analyst,Júnior,Modelo 100% remoto,Análise de Dados
27,Feminino,Parda,Não,,BA,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
28,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Júnior,Modelo 100% presencial,Engenharia de Dados
41,Feminino,Parda,Não,1.0,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
46,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Outra atuação
34,Masculino,Parda,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
25,Masculino,Amarela,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
29,Masculino,Parda,Não,,DF,Centro-oeste,Mestrado,Química / Física,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
44,Masculino,Parda,Não,1.0,PI,Nordeste,Graduação/Bacharelado,Outra opção,Servidor Público,Finanças ou Bancos,Outra Opção,Júnior,Modelo 100% presencial,Análise de Dados
36,Masculino,Branca,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
20,Masculino,Parda,Não,,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
37,Masculino,Outra,Não,,SC,Sul,Mestrado,Outras Engenharias,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
24,Masculino,Preta,Não,,AL,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Júnior,Modelo 100% presencial,Ciência de Dados
25,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
30,Masculino,Parda,Não,,BA,Nordeste,Mestrado,Outras Engenharias,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Júnior,Modelo 100% remoto,Ciência de Dados
24,Masculino,Parda,Não,,ES,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
30,Masculino,Branca,Não,,MG,Sudeste,Estudante de Graduação,Outra opção,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
38,Feminino,Prefiro não informar,Não,0.0,MG,Sudeste,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
35,Feminino,Branca,Não,0.0,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,,,Modelo 100% remoto,Gestor
40,Feminino,Branca,Não,1.0,RJ,Sudeste,Pós-graduação,Outra opção,Empreendedor ou Empregado (CNPJ),Telecomunicação,,,Modelo híbrido com dias fixos de trabalho presencial,Gestor
29,Feminino,Preta,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de Suporte/Analista Técnico,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
37,Masculino,Branca,Não,,DF,Centro-oeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Setor Público,Cientista de Dados/Data Scientist,Sênior,Modelo 100% remoto,Análise de Dados
27,Masculino,Branca,Não,,MT,Centro-oeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
40,Masculino,Branca,Não,,RS,Sul,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
35,Feminino,Parda,Não,1.0,RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,Modelo 100% remoto,Outra atuação
29,Feminino,Branca,Não,0.0,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Finanças ou Bancos,,,Modelo 100% remoto,Gestor
22,Masculino,Parda,Não,,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,Modelo 100% remoto,Ciência de Dados
33,Masculino,Branca,Não,,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Telecomunicação,Analista de BI/BI Analyst,Pleno,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
47,Feminino,Parda,Não,0.0,DF,Centro-oeste,Pós-graduação,Outra opção,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
29,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Estagiário,Indústria,Professor/Pesquisador,Júnior,Modelo híbrido com dias fixos de trabalho presencial,Análise de Dados
40,Masculino,Branca,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Sênior,Modelo 100% presencial,Análise de Dados
38,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Gestor
26,Feminino,Parda,Não,,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Pleno,Modelo 100% remoto,Análise de Dados
38,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Masculino,Branca,Não,,,,Graduação/Bacharelado,Outra opção,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Área de Consultoria,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
25,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
26,Feminino,Parda,Não,1.0,PE,Nordeste,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
19,Feminino,Branca,Não,1.0,SC,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Estagiário,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
32,Masculino,Branca,Não,,MG,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,Analista de BI/BI Analyst,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
29,Masculino,Branca,Não,,MT,Centro-oeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,,,Modelo 100% remoto,Gestor
33,Masculino,Branca,Não,,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Ciência de Dados
35,Feminino,Branca,Não,,SP,Sudeste,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Telecomunicação,Analista de Dados/Data Analyst,Júnior,Modelo 100% remoto,Análise de Dados
32,Masculino,Parda,Não,0.0,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo 100% remoto,Engenharia de Dados
46,Masculino,Parda,Não,,RJ,Sudeste,Graduação/Bacharelado,Outra opção,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,Modelo 100% remoto,Ciência de Dados
38,Feminino,Branca,Não,0.0,RS,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Outras Engenharias (não inclui dev),Pleno,Modelo 100% remoto,Outra atuação
37,Masculino,Parda,Não,1.0,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Imobiliário/ Construção Civil,Analista de Suporte/Analista Técnico,Pleno,Modelo 100% presencial,Outra atuação
27,Masculino,Branca,Prefiro não informar,,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Área de Consultoria,Analista de BI/BI Analyst,Júnior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
59,Masculino,Preta,Não,,DF,Centro-oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Buscando oportunidade na área de dados
31,Feminino,Branca,Não,0.0,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Educação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,Modelo 100% remoto,Engenharia de Dados
26,Masculino,Branca,Não,,BA,Nordeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo 100% remoto,Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Ciências Sociais,Empregado (CLT),Internet/Ecommerce,Outra Opção,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Análise de Dados
32,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
30,Masculino,Branca,Não,,,,Doutorado ou Phd,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Filantropia/ONG's,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
31,Feminino,Branca,Não,,RS,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Área de Consultoria,Analista de Inteligência de Mercado/Market Intelligence,Pleno,Modelo 100% remoto,Análise de Dados
39,Masculino,Parda,Não,,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Pleno,Modelo 100% presencial,Análise de Dados
27,Masculino,Preta,Não,1.0,SP,Sudeste,Pós-graduação,Química / Física,Empregado (CLT),Marketing,Cientista de Dados/Data Scientist,Pleno,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Ciência de Dados
28,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Analista de Dados/Data Analyst,Sênior,Modelo 100% remoto,Análise de Dados
34,Masculino,Parda,Não,,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
29,Masculino,Branca,Não,,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Engenharia de Dados
33,Masculino,Preta,Não,,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,Modelo 100% presencial,Análise de Dados
27,Masculino,Branca,Não,,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,Outra atuação
